Company,Current_Price_INR,PE_Ratio,Market_Cap_Crore,Quarterly_Profit_Growth_Percent,Quarterly_Sales_Growth_Percent,ROCE_Percent,Expected_PE_Ratio,Cap_Category,Is_profitable
REC Ltd,364.65,5.88,96020.51,-21.69,-5.02,9.71,465.6493423572979,Large Cap,True
Recode Studios,199.85,18.96,212.73,307.78,47.8,73.89,49.00926970425229,Micro Cap,True
Redington,286.4,14.04,22390.02,61.68,25.62,17.47,177.1400296882731,Large Cap,True
Redtape,136.9,31.46,7567.94,69.53,33.51,24.11,80.75266914410429,Mid Cap,True
Reetech Intl,24.48,25.24,10.35,113.66,-100.0,4.48,11.457455770850885,Micro Cap,True
Refex Industries,348.95,19.79,4788.27,66.79,57.14,22.43,209.21518076623298,Small Cap,True
Refex Renewables,305.65,0.0,137.48,-111.02,-3.59,3.19,-2773.593466424686,Micro Cap,False
Refractory Shap.,30.55,13.9,66.6,-95.18,-35.84,10.68,633.8174273858933,Micro Cap,True
Regaal Resources,78.93,13.4,810.8,47.94,-5.39,12.05,53.352710558334465,Small Cap,True
Regal Entertain.,16.75,298.4,14.92,10.0,0.0,0.74,15.227272727272727,Micro Cap,True
Reganto Enterprises,6.7,8.58,98.02,-73.91,26.42,17.19,25.68033729398237,Micro Cap,True
Regency Ceramics,42.0,0.0,111.05,-208.99,60.4,-116.47,-38.53564547206165,Micro Cap,False
Regency Fincorp,38.96,24.98,335.19,36.29,40.82,10.51,28.58610316237435,Micro Cap,True
Regent Enterp.,5.5,5.01,18.4,-12.03,37.05,10.9,6.2521314084346935,Micro Cap,True
Regis Industries,2.25,76.42,58.08,-273.47,194.03,2.86,-1.2970542456908976,Micro Cap,True
Rekvina Labs,35.5,0.0,21.4,-50.0,0.0,-333.33,71.0,Micro Cap,False
Rel. Chemotex,138.33,19.84,104.35,-4.89,7.27,7.34,145.4421196509305,Micro Cap,True
Rel. Indl. Infra,833.7,101.61,1258.89,0.62,-32.51,3.01,828.5629099582588,Small Cap,True
Relaxo Footwear,413.55,57.43,10294.86,20.37,8.05,11.07,343.56567250976155,Mid Cap,True
Reliable Data,151.84,22.55,156.7,-64.86,3.81,12.16,432.100170745589,Micro Cap,True
Reliable Ventur.,24.85,0.0,27.36,-4.76,0.0,-2.82,26.091978160436792,Micro Cap,False
Reliance Communi,0.91,0.0,251.66,-302.18,-6.9,0.0,-0.4500939756652487,Micro Cap,False
Reliance Home,2.18,0.0,105.74,89.78,-100.0,-432.21,1.1486984929918853,Micro Cap,False
Reliance Industries,1318.1,22.91,1783723.44,-12.55,12.5,10.26,1507.2612921669524,Large Cap,True
Reliance Infra.,77.48,1.39,3166.07,-71.11,-2.6,15.34,268.18968501211486,Small Cap,True
Reliance Power,24.88,0.0,10289.8,-238.21,-4.59,6.1,-18.001591780623688,Mid Cap,False
Relic Tech.,67.97,0.0,38.0,-356.82,0.0,-34.37,-26.466007320302158,Micro Cap,False
Relicab Cable,35.67,18.95,36.01,108.33,63.23,17.82,17.1218739499832,Micro Cap,True
Religare Enterp.,274.43,106.28,9135.51,-16.52,20.84,3.06,328.73742213703883,Mid Cap,True
Remedium Life,0.29,12.01,25.58,0.0,0.0,0.0,0.29,Micro Cap,True
Remi Edelstahl,171.75,79.07,216.65,164.29,16.5,6.29,64.98543266865943,Micro Cap,True
Remsons Ind,81.99,15.4,285.97,11.16,22.81,15.47,73.75854623965455,Micro Cap,True
Remus Pharma.,793.7,25.29,935.3,21.74,30.39,16.83,651.9632002628553,Small Cap,True
Renaiss. Global,114.15,12.29,1225.61,28.98,50.35,8.0,88.50209334780587,Small Cap,True
Renol Polychem,80.35,11.1,91.59,109.64,49.28,14.5,38.327609234878835,Micro Cap,True
Repco Home Fin,420.0,5.53,2627.58,12.04,6.42,10.17,374.86611924312746,Small Cap,True
Repono,87.82,13.72,90.27,0.0,0.0,0.0,87.82,Micro Cap,True
Repro India,372.15,0.0,533.86,-1825.66,13.33,1.28,-21.565661833733177,Small Cap,False
Resgen,50.55,10.4,106.03,48.79,-15.89,18.8,33.974057396330394,Micro Cap,True
Resonance Speci.,139.4,15.47,160.87,49.84,1.16,20.04,93.03256807261079,Micro Cap,True
Resourceful Auto,49.61,8.73,13.18,-33.33,45.0,11.3,74.4112794360282,Micro Cap,True
Response Info.,21.76,8.39,18.38,98.57,-0.16,11.92,10.958352218361284,Micro Cap,True
Responsive Ind,193.48,34.63,5158.34,-57.94,13.05,10.77,460.0095102234903,Mid Cap,True
Restaurant Brand,79.38,0.0,4626.87,23.58,11.74,-0.46,64.23369477261693,Small Cap,False
Restile Ceramics,7.14,0.0,70.17,-18.18,311.43,-1.04,8.72647274505011,Micro Cap,False
Retaggio Indust.,62.0,13.72,122.81,427.27,348.87,20.83,11.758681510421606,Micro Cap,True
Retina Paints,48.7,116.73,74.71,-53.68,6.35,4.84,105.13816925734024,Micro Cap,True
Retro Green,1.54,41.79,5.85,88.89,-90.0,0.36,0.8152893218275187,Micro Cap,True
Revathi Equip,716.8,16.2,219.84,53.1,-0.56,14.37,468.1907250163291,Micro Cap,True
Rex Pipes&Cables,180.0,36.5,170.1,-23.51,-0.15,13.63,235.32487906915935,Micro Cap,True
Rex Sealing,145.0,20.82,37.48,52.78,25.74,11.49,94.90771043330278,Micro Cap,True
Rexnord Electr.,82.17,19.99,108.96,256.62,7.55,8.34,23.041332510795804,Micro Cap,True
Rexpro Enter.,39.15,19.5,43.87,-90.6,-45.46,5.53,416.48936170212727,Micro Cap,True
RFBL Flexi Pack,82.2,23.23,191.65,56.59,46.03,34.31,52.4937735487579,Micro Cap,True
Rhetan TMT Ltd,26.55,205.41,2115.7,362.5,30.82,10.93,5.7405405405405405,Small Cap,True
RHI Magnesita,376.2,61.7,7768.58,-42.04,4.01,6.87,649.0683229813665,Mid Cap,True
Riba Textiles,87.7,10.41,84.66,40.34,-11.26,10.08,62.49109305971213,Micro Cap,True
Rich Universe,11.5,16.68,8.34,500.0,0.0,5.59,1.9166666666666667,Micro Cap,True
Richa Info,90.0,16.56,123.87,-60.29,-51.4,8.77,226.64316293125157,Micro Cap,True
Richfield Fin,21.98,60.63,21.22,-245.45,150.0,9.08,-15.111722241320043,Micro Cap,True
Rico Auto Inds,134.74,32.23,1823.03,-20.96,24.25,9.01,170.47064777327935,Small Cap,True
Riddhi Corporate,63.99,8.48,75.94,-29.54,103.95,12.14,90.8174850979279,Micro Cap,True
Riddhi Display,33.9,6.88,29.29,-40.31,36.93,20.65,56.79343273580164,Micro Cap,True
Riddhi Siddhi Gl,747.55,26.77,532.99,-336.8,-67.7,2.74,-315.6883445945945,Small Cap,True
Riddhi Steel,206.7,22.45,257.04,27.25,-10.76,14.74,162.4361493123772,Micro Cap,True
Rikhav Securitie,47.0,9.45,179.97,104.39,609.13,13.12,22.9952541709477,Micro Cap,True
RIR Power Electr,162.55,192.48,1293.45,-45.49,-9.49,7.96,298.2021647404147,Small Cap,True
Risa Internatio.,0.5,0.0,7.98,94.59,0.0,-20.81,0.25695051133151753,Micro Cap,False
Rish.Digh.Steel,35.35,77.56,19.39,-128.85,-42.86,3.4,-122.5303292894281,Micro Cap,True
Rishabh Instrum.,567.4,26.88,2191.77,212.2,9.29,14.46,181.74247277386291,Small Cap,True
Rishi Laser,126.9,31.07,126.77,-106.56,7.92,9.59,-1934.4512195121922,Micro Cap,True
Rishi Techtex,42.49,12.56,31.4,-56.48,19.96,10.46,97.63327205882352,Micro Cap,True
Rishiroop,94.14,12.88,86.27,-135.15,13.92,6.51,-267.8236130867709,Micro Cap,True
Rita Finance and,12.41,17.99,12.41,-52.0,26.67,5.33,25.854166666666668,Micro Cap,True
Ritco Logistics,265.25,21.1,759.22,-53.22,13.44,10.14,567.0158187259512,Small Cap,True
Rite Zone,18.95,23.59,8.02,-42.86,15.49,4.11,33.16415820791039,Micro Cap,True
Rites,208.88,24.47,10038.85,-2.06,27.56,22.0,213.27343271390646,Mid Cap,True
Ritesh Intl.,58.68,13.65,55.0,-47.03,29.59,17.88,110.77968661506512,Micro Cap,True
Rithwik Facility,156.0,13.6,47.74,-4.28,-14.41,17.71,162.97534475553698,Micro Cap,True
Riyaasat Life,0.0,23.34,113.89,0.0,0.0,40.49,0.0,Micro Cap,True
RKD Agri,6.73,0.0,39.34,-281.82,24.0,-14.37,-3.7014629853701466,Micro Cap,False
RKEC Projects,27.42,7.47,70.8,-73.07,-72.56,14.11,101.81953212031189,Micro Cap,True
RLF,10.93,0.0,10.92,14.29,-75.76,0.03,9.563391372823519,Micro Cap,False
RMC Switchgears,327.0,15.37,346.03,-5.89,-13.71,22.01,347.46573159069175,Micro Cap,True
RNFI Services,260.0,22.48,651.58,66.45,11.59,27.26,156.20306398317814,Small Cap,True
RNIT AI Solution,62.91,44.38,533.43,27.19,41.87,20.05,49.461435647456554,Small Cap,True
Roadstar Infra,57.5,0.0,2618.99,-1623.01,-9.82,2.18,-3.775418414849541,Small Cap,False
Robust Hotels,177.3,12.41,306.58,-24.61,1.69,5.62,235.17707918822126,Micro Cap,True
Rockingdeals Cir,187.9,16.75,169.65,127.57,90.17,20.44,82.56800105462057,Micro Cap,True
Rodium Realty,165.0,6.46,53.59,-50.13,-45.18,10.99,330.8602366151996,Micro Cap,True
Rolcon Engg. Co.,504.4,11.87,38.33,-56.48,-14.26,13.29,1159.0073529411764,Micro Cap,True
Rolex Rings,148.07,22.48,4032.44,-27.67,7.68,21.16,204.7145029724872,Small Cap,True
Rollatainers,3.07,0.0,76.79,86.05,0.0,-11.54,1.650094060736361,Micro Cap,False
Roni Households,41.54,0.0,47.74,-182.54,-66.98,-2.34,-50.32711412648413,Micro Cap,False
Roopa Industries,47.63,9.2,37.46,533.33,1.04,15.03,7.520565897715251,Micro Cap,True
Rose Merc.,62.0,7.16,40.68,382.61,-62.98,21.74,12.846812125732992,Micro Cap,True
Roselabs Finance,20.5,0.0,20.5,-220.0,-100.0,-166.67,-17.083333333333332,Micro Cap,False
Rossari Biotech,534.85,19.86,2962.62,33.48,18.17,14.57,400.69673359304767,Small Cap,True
Rossell India,57.64,13.51,217.28,-7.94,82.6,9.08,62.61134043015425,Micro Cap,True
Rossell Techsys,932.5,155.06,3515.2,9.78,61.57,11.5,849.4261249772272,Small Cap,True
Roto Pumps,74.37,56.6,1401.47,-55.48,2.92,14.81,167.04851752021563,Small Cap,True
Rotographics (I),191.1,285.59,251.32,-68.18,943.21,12.71,600.5656819610309,Micro Cap,True
Route Mobile,525.0,10.21,3307.66,48.78,-3.75,17.24,352.8700094098669,Small Cap,True
ROX Hi-Tech,37.3,4.85,85.56,15.04,5.87,16.15,32.42350486787205,Micro Cap,True
Royal Arc Ele.,148.0,16.35,164.28,-8.17,12.83,17.99,161.16737449635195,Micro Cap,True
Royal Cush. Vin.,17.09,0.0,62.53,-108.71,-21.65,-0.17,-196.21125143513214,Micro Cap,False
Royal India Corp,6.08,1.35,71.73,334.31,-100.0,49.3,1.3999217149041008,Micro Cap,True
Royal Orch.Hotel,335.9,29.76,921.21,-47.15,30.47,10.84,635.5723746452223,Small Cap,True
Royal Sense,102.0,7.63,54.57,-21.72,50.82,26.15,130.30148185998976,Micro Cap,True
Royale Manor,31.37,26.03,62.21,-13.81,-5.35,5.81,36.39633368140156,Micro Cap,True
RPG LifeScience.,2276.4,33.54,3764.94,33.7,23.62,26.16,1702.6178010471206,Small Cap,True
RPP Infra Proj.,64.95,34.67,322.06,-232.9,30.57,4.94,-48.871331828442436,Micro Cap,True
RPSG Ventures,889.75,0.0,2943.86,-327.88,15.18,10.69,-390.4467263472003,Small Cap,False
RR Metalmakers,56.35,0.0,50.76,63.64,1801.27,2.05,34.435345881202636,Micro Cap,False
RRIL,18.28,25.56,221.58,46.27,-10.19,9.79,12.497436248034457,Micro Cap,True
RRP Defense,707.25,0.0,970.26,-354.44,32.03,-11.12,-277.9633705392234,Small Cap,False
RRPSemiconductor,8984.4,0.0,12240.35,88.68,-100.0,-32.66,4761.712953148187,Mid Cap,False
RSC Internl.,30.24,0.0,17.39,87.04,0.0,-256.0,16.16766467065868,Micro Cap,False
RSD Finance,84.0,8.46,108.75,-783.72,-84.8,8.02,-12.28573100099456,Micro Cap,True
RSWM Ltd,193.36,14.64,910.76,2190.6,-9.1,6.0,8.441456386972847,Small Cap,True
RTCL,14.68,9.95,17.62,-61.29,0.0,4.59,37.923017308189095,Micro Cap,True
RTS Power Corpn.,110.05,45.45,100.9,-35.51,-18.23,3.79,170.6466118778105,Micro Cap,True
Rubfila Intl.,70.85,14.45,384.49,-22.74,8.9,12.29,91.70333937354387,Micro Cap,True
Rubicon Research,1416.6,94.95,23428.12,111.83,43.49,28.35,668.7438039937686,Large Cap,True
Ruby Mills,332.0,25.48,1110.21,-30.86,51.28,6.8,480.18513161700895,Small Cap,True
Ruchi Infrastr.,6.24,14.73,147.28,-51.04,4.78,4.89,12.745098039215685,Micro Cap,True
Ruchira Papers,112.36,7.6,335.34,-48.21,12.57,11.06,216.95307974512454,Micro Cap,True
Rudra Ecovation,19.44,0.0,231.97,-1444.44,16.06,-2.65,-1.4459551932403083,Micro Cap,False
Rudra Gas,73.0,7.06,60.87,40.24,17.28,22.55,52.05362236166571,Micro Cap,True
Rudra Global,17.4,12.91,174.6,-8.77,6.61,11.89,19.07267346267675,Micro Cap,True
Rudrabhish. Ent.,65.76,0.0,119.17,-872.83,-43.08,-4.66,-8.508986452389271,Micro Cap,False
Rukmani Devi Gar,106.45,10.64,94.49,0.0,0.0,18.51,106.45,Micro Cap,True
Rulka,86.9,11.25,37.01,34.09,2.32,12.41,64.80721903199344,Micro Cap,True
Rungta Irrigatn.,51.5,18.69,102.6,283.61,-18.33,7.62,13.425093193608092,Micro Cap,True
Rupa & Co,167.18,17.34,1329.49,25.53,6.26,9.55,133.17931968453755,Small Cap,True
Ruparel Food,128.25,0.0,39.53,-700.0,-92.52,-3.96,-21.375,Micro Cap,False
Rushil Decor,17.38,75.77,509.96,-8.58,0.07,4.51,19.011157295996497,Small Cap,True
S & S Power Swit,378.5,46.2,467.13,1457.14,17.24,9.29,24.307384050245965,Micro Cap,True
S & T Corporatio,4.0,0.0,12.73,102.56,476.92,0.0,1.9747235387045816,Micro Cap,False
S A I L,170.79,18.4,70545.24,62.96,5.11,7.79,104.80486008836525,Large Cap,True
S A Tech Soft.,31.9,19.19,41.65,-3.1,28.98,8.81,32.92053663570692,Micro Cap,True
S C I,311.8,10.74,14523.64,118.54,14.19,14.31,142.6741100027455,Mid Cap,True
S Chand & Compan,147.31,6.63,519.59,20.45,16.21,10.2,122.29970942299711,Small Cap,True
S D Retail,91.0,16.03,170.37,15.84,16.1,12.21,78.55662983425415,Micro Cap,True
S H Kelkar & Co.,134.75,38.06,1865.22,-96.22,14.55,5.87,3564.81481481481,Small Cap,True
S I Cap. & Fin.,20.68,31.64,10.44,-50.0,30.77,8.68,41.36,Micro Cap,True
S I Paper Mills,99.63,17.39,186.81,302.21,21.09,9.06,24.77064220183486,Micro Cap,True
S J Logistics (I,335.85,6.78,513.62,49.5,33.62,32.38,224.64882943143812,Small Cap,True
S K Internation.,32.77,0.0,24.03,-105.53,-90.85,-2.49,-592.5858951175418,Micro Cap,False
S P Apparels,1099.95,27.42,2765.15,-39.23,-8.59,14.04,1810.0213921342768,Small Cap,True
S P Capital Fin.,53.04,9.08,31.88,-9400.0,-54.76,7.66,-0.5703225806451613,Micro Cap,True
S P I C,69.08,6.65,1406.75,51.46,-22.56,17.5,45.6094018222633,Small Cap,True
S T C,129.31,17.42,775.86,928.57,0.0,0.0,12.571823016420856,Small Cap,True
S V Global Mill,148.25,0.0,268.08,-2202.44,-63.01,-30.12,-7.0513308346492645,Micro Cap,False
S. V. J. Enterp.,307.45,234.63,171.28,244.44,80.72,6.28,89.26082917198931,Micro Cap,True
S.A.L Steel,56.29,0.0,814.89,82.91,-89.76,1.08,30.774697938877043,Small Cap,False
S.M. Gold,12.17,10.26,16.11,680.0,125.63,5.84,1.5602564102564103,Micro Cap,True
Saakshi Medtech,305.0,43.82,538.51,349.21,19.22,14.32,67.8969746888983,Small Cap,True
Saatvik Green,475.35,16.76,6041.94,-33.6,74.95,32.92,715.8885542168675,Mid Cap,True
SAB Events,8.53,0.0,8.94,43.33,3.51,0.0,5.951301193051001,Micro Cap,False
SAB Industries,184.9,0.0,281.23,5.24,-8.14,0.84,175.6936526035728,Micro Cap,False
Sabar Flex India,6.3,46.35,12.05,186.67,-4.67,1.02,2.197648864548087,Micro Cap,True
Saboo Sodium,11.67,212.96,48.98,10.91,9.87,3.69,10.5220449012713,Micro Cap,True
Sabrimala Indus.,13.52,35.7,11.78,-166.67,0.0,6.61,-20.27898605069747,Micro Cap,True
Sacheerome,316.55,24.9,708.21,51.01,32.83,35.72,209.6218793457387,Small Cap,True
Sacheta Metals,3.85,23.59,48.13,-38.98,-18.57,5.46,6.3094067518846275,Micro Cap,True
Sadbhav Engg.,8.76,14.31,150.3,62.11,-6.5,13.44,5.403738202455123,Micro Cap,True
Sadbhav Infra.,2.72,3.03,95.81,1275.68,0.97,17.62,0.1977204000930449,Micro Cap,True
Sadhana Nitro,2.97,0.0,880.51,-920.0,-81.58,-11.1,-0.36219512195121956,Small Cap,False
Sadhav Shipping,116.0,12.71,187.14,0.0,0.0,8.89,116.0,Micro Cap,True
Safa Systems,18.74,9.85,46.81,135.22,8.16,10.42,7.967009608026528,Micro Cap,True
Safari Inds.,1590.6,46.45,7793.23,-0.32,12.41,19.48,1595.7062600321026,Mid Cap,True
Safe Enterprises,267.75,19.32,1247.83,40.94,31.64,47.03,189.97445721583654,Small Cap,True
Safecure Service,24.0,4.5,24.1,-22.22,-27.5,16.36,30.856261249678578,Micro Cap,True
Safety Controls,79.3,10.9,157.23,18.38,27.46,29.46,66.98766683561412,Micro Cap,True
Saffron Industri,28.9,13.23,20.77,95.35,-38.71,0.0,14.793959559764524,Micro Cap,True
Sagar Cements,178.32,0.0,2330.78,297.08,19.59,1.97,44.90782713810819,Small Cap,False
Sagardeep Alloys,24.94,17.29,42.54,406.25,117.17,10.59,4.92641975308642,Micro Cap,True
SagarSoft (India,74.08,0.0,47.35,-982.43,7.48,-15.68,-8.395000169985154,Micro Cap,False
Sagility,40.37,19.93,18898.52,41.17,29.06,13.37,28.59672735000354,Mid Cap,True
Sahaj Solar,131.35,9.76,288.6,7.01,32.98,21.62,122.74553780020558,Micro Cap,True
Sahana Systems,921.25,12.0,814.12,21.6,89.0,39.81,757.6069078947369,Small Cap,True
Sahara Housing,39.3,80.91,27.51,-65.0,-13.02,2.87,112.28571428571429,Micro Cap,True
Sahara Maritime,27.35,10.77,8.4,47.37,-36.16,8.46,18.558729727895773,Micro Cap,True
Sahasra Electro.,330.0,58.12,824.76,384.57,57.66,6.0,68.10161586561281,Small Cap,True
Sahyadri Industr,281.4,10.46,308.03,147.07,28.46,9.71,113.89484761403651,Micro Cap,True
Sai Capital,145.55,3.41,41.91,-54.05,16.67,4.99,316.75734494015234,Micro Cap,True
Sai Life,1221.3,73.05,25926.49,17.84,3.91,19.55,1036.4052953156822,Large Cap,True
Sai Parenteral's,585.3,181.33,2585.81,0.0,0.0,5.97,585.3,Small Cap,True
Sai Silks,109.98,11.97,1686.72,141.67,5.07,13.96,45.508337816030135,Small Cap,True
Sainik Finance,36.0,9.39,39.17,-52.81,-9.51,10.57,76.28734901462174,Micro Cap,True
Saint-Gob. Sekur,135.4,26.94,1233.63,31.1,22.89,26.06,103.2799389778795,Small Cap,True
Saj Hotels,34.4,19.19,55.47,7.78,-1.48,5.02,31.916867693449614,Micro Cap,True
Sakar Healthcare,808.05,58.99,1797.9,91.32,41.52,12.67,422.3552163913862,Small Cap,True
Saksoft,160.45,15.54,2126.78,19.65,3.74,25.5,134.09945674885083,Small Cap,True
Sakthi Finance,28.47,10.68,184.22,22.44,-6.49,10.87,23.25220516171186,Micro Cap,True
Sakthi Sugars,16.93,7.15,201.21,16.73,-6.19,14.14,14.503555212884434,Micro Cap,True
Sakuma Exports,1.9,31.32,297.87,44.89,-2.32,1.74,1.311339636965974,Micro Cap,True
SAL Automotive,183.55,18.81,88.02,-1.06,0.77,11.83,185.51647463108958,Micro Cap,True
Salasar Exterior,3.0,0.0,30.88,-8333.33,-100.0,-6.39,-0.036437261715490575,Micro Cap,False
Salasar Techno,6.17,62.63,1078.49,-40.02,-8.0,8.13,10.286762254084696,Small Cap,True
Salem Erode Inv.,39.54,0.0,45.33,-15.7,-20.22,-10.44,46.903914590747334,Micro Cap,False
Salguti Industri,31.25,0.0,23.56,-240.0,14.18,5.38,-22.321428571428573,Micro Cap,False
Salona Cotspin,258.9,87.33,136.24,53.08,-25.26,8.33,169.12725372354325,Micro Cap,True
Salora Intl.,29.0,0.0,25.55,-133.33,-78.91,-1.13,-87.00870087008697,Micro Cap,False
Salzer Electron.,644.8,21.38,1140.18,13.61,26.4,11.38,567.5556729161166,Small Cap,True
Sam Industries,40.02,9.09,44.38,190.91,-45.99,7.91,13.75683200989997,Micro Cap,True
Samay Project,48.0,11.53,73.68,87.79,59.05,27.7,25.560466478513234,Micro Cap,True
Sambandam Spg.,112.0,0.0,47.71,-1580.0,3.88,1.92,-7.5675675675675675,Micro Cap,False
Sambhaav Media,6.51,518.38,124.41,14200.0,14.98,2.26,0.04552447552447552,Micro Cap,True
Sambhv Steel,110.69,22.77,3261.72,238.88,38.37,19.07,32.663479697828144,Small Cap,True
Sameera Agro,5.7,2.03,33.94,46.48,13.3,17.73,3.891316220644457,Micro Cap,True
Samhi Hotels,179.85,9.69,3995.09,408.35,8.17,8.92,35.379167896134554,Small Cap,True
Samkrg Pistons,120.05,12.09,117.89,1389.47,25.78,10.11,8.059913929115725,Micro Cap,True
Sammaan Capital,169.81,0.0,19724.17,-594.46,-35.58,4.92,-34.342515066941715,Mid Cap,False
Samor Reality,98.6,0.0,222.84,-1328.26,0.0,-2.81,-8.027616302737204,Micro Cap,False
Sampann Utpadan,27.55,19.83,134.47,-37.5,19.67,8.18,44.08,Micro Cap,True
Sampark India,0.0,12.84,102.97,0.0,0.0,0.0,0.0,Micro Cap,True
Sampat Aluminium,39.1,5.58,33.16,-62.58,37.48,14.71,104.48957776590059,Micro Cap,True
Sampre Nutrition,7.84,24.19,74.49,118.37,94.34,2.69,3.590236754132894,Micro Cap,True
Samrat Forgings,250.0,28.47,125.0,42.47,-1.44,10.58,175.47553870990382,Micro Cap,True
Samrat Pharma,216.8,0.0,66.98,-410.0,0.8,-2.52,-69.93548387096776,Micro Cap,False
Samsrita Labs,12.43,0.0,28.28,0.0,0.0,-62.42,12.43,Micro Cap,False
Samtel (India),59.94,708.17,42.49,2950.0,700.0,-20.83,1.9652459016393442,Micro Cap,True
Samtex Fashion,1.48,0.0,11.03,-233.33,0.0,-0.11,-1.1100277506937675,Micro Cap,False
Samvardh. Mothe.,151.71,38.74,160121.45,55.33,17.03,13.08,97.66947788579154,Large Cap,True
Samyak Internati,18.96,0.0,15.16,52.39,-22.72,1.53,12.44176127042457,Micro Cap,False
Sanathan Textile,444.9,48.55,3755.14,-50.58,59.68,6.71,900.2428166734115,Small Cap,True
Sanathnagar Ent.,39.75,125.2,12.52,-47.5,0.0,6.33,75.71428571428571,Micro Cap,True
Sanblue Corp.,30.5,80.26,15.25,-250.0,-48.5,0.41,-20.333333333333332,Micro Cap,True
Sanchay Finvest,56.39,0.0,45.11,0.0,108.33,-31.89,56.39,Micro Cap,False
Sanco Trans,779.0,18.5,140.22,619.57,25.5,7.76,108.25909918423503,Micro Cap,True
Sancode Tech.,297.0,327.34,153.85,-64.0,3.11,6.56,825.0,Micro Cap,True
Sandesh,972.4,10.96,736.11,-473.81,178.78,7.03,-260.13215269789464,Small Cap,True
Sandhar Tech,683.95,20.5,4116.74,56.31,28.88,14.41,437.559976968844,Small Cap,True
Sandu Pharma.,41.45,22.62,40.04,-87.88,19.76,6.41,341.9966996699668,Micro Cap,True
Sandur Manganese,207.03,14.76,10063.83,50.94,14.39,24.4,137.160461110375,Mid Cap,True
Sangal Papers,170.1,9.4,22.28,113.95,-21.56,7.37,79.50455713951858,Micro Cap,True
Sangam Finserv,36.65,52.4,170.84,-220.47,-213.19,4.73,-30.42251182867104,Micro Cap,True
Sangam India,541.85,30.11,2722.61,234.23,19.47,10.67,162.11890015857344,Small Cap,True
Sangani Hospital,43.0,19.81,59.24,123.6,673.61,17.37,19.230769230769234,Micro Cap,True
Sanghvi Brands,12.12,7.99,12.62,-46.59,-10.72,30.51,22.692379704175245,Micro Cap,True
Sanghvi Movers,411.1,18.73,3559.14,27.1,31.41,16.68,323.4461054287963,Small Cap,True
Sanginita Chemi.,41.57,0.0,107.67,-12560.0,-13.8,-11.04,-0.3336276083467095,Micro Cap,False
Sanjiv.Parant.,145.85,26.78,179.17,-74.89,-27.34,18.0,580.8442851453605,Micro Cap,True
Sanmit Infra,56.92,45.42,89.94,3.77,-29.64,7.65,54.85207670810446,Micro Cap,True
Sanofi Consumer,4618.1,42.07,10635.77,35.6,32.79,89.93,3405.678466076696,Mid Cap,True
Sanofi India,3355.6,23.51,7727.95,-14.14,-11.87,57.51,3908.2226880969015,Mid Cap,True
Sanrhea Tech.,134.5,13.47,76.53,45.68,13.06,23.23,92.32564524986272,Micro Cap,True
Sansera Enginee.,3146.2,58.39,19633.41,104.84,27.77,14.14,1535.9304823276702,Mid Cap,True
Sanstar,125.04,72.69,2504.16,271.2,-4.47,5.69,33.68534482758621,Small Cap,True
Santosh Fin Fab,34.48,0.0,12.15,-81.25,-19.75,4.59,183.89333333333332,Micro Cap,False
Sanwaria Consum.,0.21,0.0,15.46,6.92,3.85,-1.63,0.19640852974186307,Micro Cap,False
Sapphire Foods,180.37,0.0,5796.78,-130.06,11.37,3.99,-600.033266799734,Mid Cap,False
Saptak Chem &,42.5,0.0,13.06,-50.0,0.0,-48.0,85.0,Micro Cap,False
Saptarishi Agro,27.07,103.48,92.1,-47.3,-56.51,6.06,51.36622390891841,Micro Cap,True
Sar Auto Prod.,2698.0,1918.7,1285.53,157.14,164.35,2.14,1049.2338803764487,Small Cap,True
Sar Televenture,136.1,9.5,682.51,25.49,35.3,8.84,108.45485696071401,Small Cap,True
Saraswati Commer,9590.0,11.39,1050.99,28.93,37.17,10.86,7438.144729698287,Small Cap,True
Saraswati Saree,57.28,9.69,226.83,-52.49,-2.07,16.58,120.56409177015367,Micro Cap,True
Sarda Energy,521.1,16.72,18362.59,45.61,1.19,17.39,357.8737724057414,Mid Cap,True
Sarda Proteins,93.13,130.61,83.59,863.64,0.0,23.06,9.66439749283965,Micro Cap,True
Saregama India,480.7,43.46,9268.35,35.42,19.36,17.76,354.9697238221828,Mid Cap,True
Sarla Performanc,99.49,13.2,830.77,37.01,2.19,10.12,72.61513758119845,Small Cap,True
Saroja Pharma In,33.0,8.19,13.27,48.57,-10.37,13.02,22.211752036077268,Micro Cap,True
Sarthak Global,35.19,1056.0,10.56,-312.5,18.59,4.27,-16.56,Micro Cap,True
Sarthak Industri,26.0,6.94,24.16,131.88,-5.78,11.2,11.212696222183888,Micro Cap,True
Sarthak Metals,69.71,20.7,95.43,122.39,28.93,5.61,31.345833895408962,Micro Cap,True
Sarup Industries,129.9,74.07,42.22,-37.21,-10.88,4.14,206.88007644529384,Micro Cap,True
Sarveshwar Foods,3.82,14.81,470.88,-14.53,9.41,10.41,4.469404469404469,Micro Cap,True
Sarvottam Finve.,20.9,0.0,15.68,-242.86,-33.33,-0.69,-14.629707405851878,Micro Cap,False
Sashwat Technoc,338.35,0.0,10.49,-166.67,0.0,-11.02,-507.4996250187492,Micro Cap,False
Sasken Technol.,2250.4,57.96,3417.56,144.7,125.67,10.18,919.6567225173682,Small Cap,True
